	polarity	word
1377	negative	sans pitié
1378	negative	sans résultat
1379	negative	sans soutien
1380	negative	sans valeur
1381	negative	satané
1382	positive	satisfaire
1383	negative	saugrenu
1384	negative	sauvage
1385	positive	savant
1386	positive	savoureux
1387	negative	scandaleux
1388	negative	scélérat
1389	negative	sceptique
1390	positive	scrupuleux
1391	positive	sculptrice
1392	negative	se cacher
1393	negative	se dévaloriser
1394	positive	se souvenir de
1395	negative	sèche
1396	negative	secondairement
1397	negative	secrète
1398	negative	sédatif
1399	negative	séisme
1400	positive	sélectionner
1401	positive	semblable
1402	positive	sempiternel
1403	positive	sensationnel
1404	positive	sensible
1405	positive	sensoriel
1406	positive	sensuel
1407	positive	senteur
1408	positive	sentier
1409	positive	sentimental
1410	positive	serein
1411	positive	sérieux
1412	negative	sérieusement
1413	positive	serment
1414	negative	sévère
1415	negative	sidérer
1416	positive	signe
1417	negative	silencieux
1418	positive	simple
1419	positive	sincérité
1420	positive	singulier
1421	negative	sinueux
1422	negative	situation difficile
1423	positive	sloup
1424	positive	sms
1425	positive	solidifier
1426	negative	sombre
1427	negative	sommation
1428	positive	sommet
1429	positive	somptueux
1430	positive	sonder
1431	positive	songeur
1432	negative	sottise
1433	negative	soudainement
1434	positive	soupirant
1435	positive	souple
1436	positive	souplesse
1437	positive	sous tendre
1438	positive	souverain
1439	positive	soyeux
1440	positive	spacieux
1441	positive	spectateur
1442	negative	spectral
1443	negative	spéculatif
1444	positive	spirituel
1445	negative	spongieux
1446	positive	spontané
1447	positive	sportif
1448	negative	squameux
1449	negative	squatteuse
1450	positive	statisticien
1451	negative	stèle
1452	positive	store
1453	positive	strate
1454	positive	structurel
1455	negative	stupeur
1456	negative	subjectif
1457	negative	subordonner
1458	positive	substantiel
1459	positive	substantif
1460	positive	subtilité
1461	negative	subversif
1462	positive	successif
1463	positive	suggestif
1464	positive	suite
1465	positive	summum
1466	negative	supercherie
1467	negative	superficiel
1468	negative	superflu
1469	positive	supérieur
1470	negative	superstitieux
1471	negative	supervision
1472	negative	supplier
1473	positive	supplique
1474	negative	supporter
1475	positive	supportrice
1476	positive	supposition
1477	negative	sur le ventre
1478	positive	surnager
1479	negative	surnaturel
1480	negative	surprendre
1481	positive	surveillant
1482	positive	susciter
1483	positive	sweat
1484	negative	tâcher
1485	positive	talentueux
1486	negative	tapageur
1487	positive	taquin
1488	negative	tardif
1489	positive	technicien
1490	negative	tempétueux
1491	positive	temporel
1492	positive	tenace
1493	positive	tendance
1494	positive	terminer
1495	positive	terrestre
1496	negative	tête le premier
1497	positive	théologien
1498	positive	tirer
1499	negative	tireur|tireuse
1500	positive	tissage
1501	negative	tituber
1502	positive	tolérance
1503	negative	torride
1504	negative	tortueux
1505	positive	touchant
1506	positive	tourner
1507	negative	tout de même
1508	positive	tout puissant
1509	positive	tout le deux semaine
1510	negative	trafiquant
1511	negative	traître
1512	positive	transaction
1513	positive	transitif
1514	positive	travailleur|travailleuse
1515	positive	traverser à gué
1516	negative	trembloter
1517	positive	trésorière
1518	positive	tripler
1519	negative	tromperie
1520	negative	trompeur
1521	negative	trop cher
1522	negative	trop liquide
1523	negative	trop long
1524	negative	trop zélé
1525	negative	trou perdu
1526	positive	troubadour
1527	negative	trouble
1528	negative	trouillard
1529	positive	trouvaille
1530	negative	tueur
1531	negative	tumultueux
1532	positive	tuteur|tutrice
1533	positive	ultime
1534	positive	ultraviolette
1535	positive	un foi|fois par semaine
1536	positive	uniformité
1537	positive	universel
1538	negative	urgent
1539	negative	user
1540	negative	vaciller
1541	negative	vagabonder
1542	positive	vaillant
1543	negative	vain
1544	positive	vaporeux
1545	negative	variqueux
1546	negative	vaseux
1547	positive	végétarien
1548	positive	velouteux
1549	negative	velu
1550	positive	vendeur
1551	negative	vengeur
1552	negative	venimeux
1553	negative	vent violent
1554	positive	ventriculaire
1555	positive	verbeux
1556	positive	vérificateur|vérificatrice
1557	positive	véritable
1558	positive	vernir
1559	positive	versement
1560	positive	vertueux
1561	negative	vestige
1562	positive	vêtir
1563	negative	vicieux
1564	positive	victorieux
1565	positive	vigoureux
1566	positive	villageois
1567	negative	vindicatif
1568	negative	violation
1569	positive	violet|violette
1570	negative	virtuel
1571	positive	visiteur
1572	negative	visqueux
1573	positive	visuel
1574	positive	vitrer
1575	negative	vif
1576	positive	v?u
1577	positive	voisin
1578	negative	voleur
1579	positive	voluptueux
1580	positive	voyageur
1581	positive	voyant
1582	positive	youpi
1583	negative	zéro
1584	negative	zut
1585	negative	bon gorgée
1586	positive	école maternel
1587	positive	un foi|fois tout le deux moi|mois
1588	positive	@card@ kilo
1589	positive	à base de plante
1590	positive	à bord
1591	positive	à capuche
1592	positive	à carreau
1593	negative	à clou
1594	positive	à condition que
1595	negative	à contrec?ur
1596	negative	à côte
1597	positive	à cru
1598	positive	à dessein
1599	positive	à destination de
1600	negative	à feuillage caduc
1601	positive	à feuille
1602	positive	à fleur
1603	positive	à foison
1604	positive	à force de qch
1605	positive	à fort poitrine
1606	positive	à friser
1607	negative	à froid
1608	negative	à gauche
1609	positive	à intervalle régulier
1610	positive	à jamais
1611	positive	à juste titre
1612	positive	à l étranger
1613	negative	à l improviste
1614	positive	à l unanimité
1615	positive	à le bon franquette
1616	negative	à le dérive
1617	negative	à le différence de
1618	positive	à le menthe
1619	positive	avoir le mode
1620	positive	à le mode
1621	positive	à le retraite
1622	negative	à maintes reprise
1623	positive	à mi chemin
1624	positive	à naître
1625	negative	à nervure
1626	positive	à nouveau
1627	negative	à peine
1628	negative	à peu près
1629	negative	à plat
1630	negative	à plat ventre
1631	negative	à plusieurs reprise
1632	negative	avoir priori
1633	negative	à propos
1634	positive	à quai
1635	negative	à queue
1636	positive	à son compte
1637	positive	à spiral|spirale
1638	positive	à succès
1639	negative	à supposer que
1640	positive	à thème
1641	negative	à tort
1642	positive	à tout jamais
1643	positive	à tout épreuve
1644	positive	à tribord
1645	positive	à venir
1646	positive	à vie
1647	positive	à vrai dire
1648	negative	abaisser
1649	negative	abaissement
1650	negative	abandon
1651	negative	abandonner
1652	negative	abaondonnées
1653	negative	abat
1654	negative	abattoir
1655	negative	abattre
1656	negative	abbé
1657	negative	abcès
1658	negative	abdiquer
1659	positive	abdomen
1660	positive	abdominal
1661	negative	abeille
1662	negative	aberrer
1663	negative	abhorrer
1664	negative	abîme
1665	negative	abîmer
1666	negative	abject
1667	negative	aboiement
1668	negative	abolir
1669	negative	abolition
1670	negative	abomination
1671	positive	abonder
1672	positive	abondant
1673	positive	abonnement
1674	positive	aborder
1675	positive	aborigène
1676	negative	abortif
1677	positive	aboutir
1678	negative	aboyer
1679	negative	abpimée
1680	negative	abrasion
1681	positive	abréger
1682	positive	abreuvoir
1683	positive	abréviation
1684	negative	abri de jardin
1685	positive	abriter
1686	negative	abrogation
1687	negative	abroger
1688	negative	abrutir
1689	negative	absence
1690	negative	absentéisme
1691	negative	absinthe
1692	positive	absoudre
1693	positive	absolution
1694	positive	absorbant
1695	positive	absorption
1696	negative	abstention
1697	negative	abstinence
1698	negative	abstraction
1699	positive	abstraire
1700	negative	absurdité
1701	negative	abuser de
1702	positive	académie
1703	positive	académique
1704	negative	accabler
1705	negative	accablant
1706	positive	accalmir
1707	positive	accéder
1708	negative	accélérateur
1709	positive	accélération
1710	positive	accentuation
1711	positive	accentuer
1712	positive	acceptant
1713	positive	acceptation
1714	positive	accepter
1715	positive	accès
1716	positive	accessible
1717	positive	accession
1718	negative	accessoire
1719	negative	accessoirement
1720	negative	accident mortel
1721	negative	accident vasculaire cérébral
1722	negative	accidenter
1723	negative	accidentellement
1724	positive	acclamation
1725	positive	acclamer
1726	positive	accolade
1727	positive	accommoder
1728	positive	accommodation
1729	positive	accompagner
1730	positive	accompagnement
1731	positive	accomplir
1732	positive	accomplissement
1733	positive	accordable
1734	positive	accorder
1735	positive	accordéon
1736	positive	accord
1737	positive	accoutumer
1738	positive	accréditer
1739	negative	accro
1740	negative	accrochage
1741	negative	accrocher
1742	negative	accroc
1743	positive	accroissement
1744	positive	accroître
1745	negative	accroupir
1746	negative	accroupissement
1747	positive	accroire
1748	positive	accroire|accroître
1749	positive	accueil
1750	positive	accueillir
1751	positive	accumuler
1752	negative	accusatif
1753	negative	accusation
1754	negative	acérer
1755	negative	acétique
1756	negative	acharner
1757	positive	achat
1758	positive	acheminer par tuyau
1759	positive	acheminer par pont aérien
1760	positive	acheter
1761	positive	achever
1762	positive	achèvement
1763	negative	acide
1764	negative	acidité
1765	positive	acier
1766	positive	acompte
1767	negative	acouphène
1768	positive	acoustique
1769	positive	acquéreur
1770	positive	acquérir
1771	positive	acquiescement
1772	negative	âcre
1773	positive	acrobate
1774	positive	acte
1775	negative	acte de défi
1776	negative	acte de fiducie
1777	negative	acte délictuel
1778	positive	actif
1779	positive	action
1780	positive	action de grâce
1781	negative	actionnable
1782	positive	actionnaire
1783	positive	activité
1784	positive	actuaire
1785	positive	actualité
1786	positive	acuité
1787	positive	acupuncture
1788	positive	adage
1789	positive	adaptabilité
1790	positive	adaptable
1791	positive	adaptation
1792	positive	adapter
1793	positive	addenda
1794	negative	addiction
1795	negative	additif
1796	positive	additionner
1797	positive	additionnel
1798	positive	adepte
1799	positive	adéquat
1800	positive	adéquation
1801	positive	adhérer
1802	positive	adhérence
1803	positive	adhérent
1804	positive	adhérer à
1805	positive	adhésion
1806	negative	adieu
1807	negative	adipeux
1808	positive	adjacent
1809	positive	adjectif
1810	positive	adjectival
1811	positive	adjoindre
1812	positive	adjuvant
1813	positive	admettre
1814	positive	administrer
1815	positive	administrer qch à qqn
1816	positive	admirable
1817	positive	admiration
1818	positive	admirer
1819	positive	admissibilité
1820	positive	admission
1821	negative	admonition
1822	positive	adobe
1823	positive	adolescence
1824	positive	adopter
1825	positive	adoption
1826	positive	adorable
1827	positive	adoration
1828	positive	adorer
1829	positive	ado|ados
1830	positive	adosser
1831	positive	adoucir
1832	positive	adoucissant
1833	positive	adoucissement
1834	positive	adresse
1835	positive	adresser
1836	positive	adroit
1837	positive	adulte
1838	negative	adultère
1839	negative	adversaire
1840	negative	adverse
1841	negative	adversité
1842	positive	aération
1843	positive	aérer
1844	positive	aérodrome
1845	positive	aérodynamique
1846	positive	aéroglisseur
1847	positive	aéronautique
1848	positive	aéroport
1849	positive	aérosol
1850	negative	affaiblir
1851	positive	affairement
1852	negative	affaisés
1853	negative	affaisser
1854	negative	affaissement
1855	negative	affamer
1856	positive	affectation
1857	negative	affecter
1858	positive	affection
1859	positive	affichage
1860	positive	affiche
1861	positive	afficher
1862	positive	affidavit
1863	positive	affiliation
1864	positive	affilier
1865	positive	affinage
1866	positive	affiner
1867	positive	affinité
1868	positive	affirmatif
1869	positive	affirmation
1870	positive	affirmativement
1871	positive	affirmer
1872	positive	affixe
1873	negative	affliction
1874	positive	affluent
1875	negative	affluer
1876	negative	afflux
